,energy,energy_stop,initial_phi_pos,freq_stop,segment_power,slope,segment_length,band_power,band_num,segment_num,event_num,time_start,time_stop,freq_start
0,17800.0,17776.336332426403,267.72474296189125,18551585150.160538,3.6990478950324865e-16,162590866.78516865,0.0051247478188741315,1.512592508310768e-17,-2.0,0.0,0.0,0.05575401840997951,0.060878766228853645,18550751912.97061
1,17800.0,17776.336332426403,267.72474296189125,18585738925.644054,3.6990478950324865e-16,162590866.78516865,0.0051247478188741315,1.0283369670813141e-16,-1.0,0.0,0.0,0.05575401840997951,0.060878766228853645,18584905688.45413
2,17800.0,17776.336332426403,267.72474296189125,18619892701.12757,3.6990478950324865e-16,162590866.78516865,0.0051247478188741315,3.3943786919770266e-16,0.0,0.0,0.0,0.05575401840997951,0.060878766228853645,18619059463.937645
3,17800.0,17776.336332426403,267.72474296189125,18654046476.611088,3.6990478950324865e-16,162590866.78516865,0.0051247478188741315,1.0283369670813141e-16,1.0,0.0,0.0,0.05575401840997951,0.060878766228853645,18653213239.42116
4,17800.0,17776.336332426403,267.72474296189125,18688200252.094604,3.6990478950324865e-16,162590866.78516865,0.0051247478188741315,1.512592508310768e-17,2.0,0.0,0.0,0.05575401840997951,0.060878766228853645,18687367014.90468
5,17776.336332426403,17772.15859959459,267.72474296189125,18551776539.88646,3.694733485652196e-16,162409780.0128085,0.0009058117388861177,1.5112644711720136e-17,-2.0,1.0,0.0,0.060878766228853645,0.061784577967739764,18551629427.201214
6,17776.336332426403,17772.15859959459,267.72474296189125,18585908249.25181,3.694733485652196e-16,162409780.0128085,0.0009058117388861177,1.0272771079941234e-16,-1.0,1.0,0.0,0.060878766228853645,0.061784577967739764,18585761136.566563
7,17776.336332426403,17772.15859959459,267.72474296189125,18620039958.617157,3.694733485652196e-16,162409780.0128085,0.0009058117388861177,3.3903311308381425e-16,0.0,1.0,0.0,0.060878766228853645,0.061784577967739764,18619892845.93191
8,17776.336332426403,17772.15859959459,267.72474296189125,18654171667.982506,3.694733485652196e-16,162409780.0128085,0.0009058117388861177,1.0272771079941234e-16,1.0,1.0,0.0,0.060878766228853645,0.061784577967739764,18654024555.29726
9,17776.336332426403,17772.15859959459,267.72474296189125,18688303377.347855,3.694733485652196e-16,162409780.0128085,0.0009058117388861177,1.5112644711720136e-17,2.0,1.0,0.0,0.060878766228853645,0.061784577967739764,18688156264.66261
10,17772.15859959459,17768.919082889017,267.72474296189125,18551898437.158928,3.693971704429777e-16,162378572.25571966,0.0007025335312231231,1.5110298623755652e-17,-2.0,2.0,0.0,0.061784577967739764,0.06248711149896289,18551784360.767166
11,17772.15859959459,17768.919082889017,267.72474296189125,18586026248.87062,3.693971704429777e-16,162378572.25571966,0.0007025335312231231,1.0270899307255675e-16,-1.0,2.0,0.0,0.061784577967739764,0.06248711149896289,18585912172.47886
12,17772.15859959459,17768.919082889017,267.72474296189125,18620154060.58231,3.693971704429777e-16,162378572.25571966,0.0007025335312231231,3.3896164907743283e-16,0.0,2.0,0.0,0.061784577967739764,0.06248711149896289,18620039984.190548
13,17772.15859959459,17768.919082889017,267.72474296189125,18654281872.294,3.693971704429777e-16,162378572.25571966,0.0007025335312231231,1.0270899307255675e-16,1.0,2.0,0.0,0.061784577967739764,0.06248711149896289,18654167795.902237
14,17772.15859959459,17768.919082889017,267.72474296189125,18688409684.00569,3.693971704429777e-16,162378572.25571966,0.0007025335312231231,1.5110298623755652e-17,2.0,2.0,0.0,0.061784577967739764,0.06248711149896289,18688295607.61393
15,17768.919082889017,17660.307716811287,267.72474296189125,18555729952.782806,3.6933809810174517e-16,162386955.2730799,0.023557628338881705,1.5108479223052574e-17,-2.0,3.0,0.0,0.06248711149896289,0.0860447398378446,18551904501.2434
16,17768.919082889017,17660.307716811287,267.72474296189125,18589854742.364567,3.6933809810174517e-16,162386955.2730799,0.023557628338881705,1.0269447795172218e-16,-1.0,3.0,0.0,0.06248711149896289,0.0860447398378446,18586029290.82516
17,17768.919082889017,17660.307716811287,267.72474296189125,18623979531.946323,3.6933809810174517e-16,162386955.2730799,0.023557628338881705,3.389062325537647e-16,0.0,3.0,0.0,0.06248711149896289,0.0860447398378446,18620154080.406918
18,17768.919082889017,17660.307716811287,267.72474296189125,18658104321.52808,3.6933809810174517e-16,162386955.2730799,0.023557628338881705,1.0269447795172218e-16,1.0,3.0,0.0,0.06248711149896289,0.0860447398378446,18654278869.988674
19,17768.919082889017,17660.307716811287,267.72474296189125,18692229111.10984,3.6933809810174517e-16,162386955.2730799,0.023557628338881705,1.5108479223052574e-17,2.0,3.0,0.0,0.06248711149896289,0.0860447398378446,18688403659.570435
20,17800.0,17792.221523641576,274.9715022710902,18559004295.407967,2.419612513248243e-16,106361937.29597396,0.0025753076168754103,5.3806038096611717e-17,-2.0,0.0,1.0,0.4439028117140621,0.4464781193309375,18558730380.700703
21,17800.0,17792.221523641576,274.9715022710902,18590182216.44705,2.419612513248243e-16,106361937.29597396,0.0025753076168754103,1.3359967163524974e-16,-1.0,0.0,1.0,0.4439028117140621,0.4464781193309375,18589908301.739784
22,17800.0,17792.221523641576,274.9715022710902,18621360137.486126,2.419612513248243e-16,106361937.29597396,0.0025753076168754103,1.2910010349300122e-16,0.0,0.0,1.0,0.4439028117140621,0.4464781193309375,18621086222.778862
23,17800.0,17792.221523641576,274.9715022710902,18652538058.525204,2.419612513248243e-16,106361937.29597396,0.0025753076168754103,1.3359967163524974e-16,1.0,0.0,1.0,0.4439028117140621,0.4464781193309375,18652264143.81794
24,17800.0,17792.221523641576,274.9715022710902,18683715979.564285,2.419612513248243e-16,106361937.29597396,0.0025753076168754103,5.3806038096611717e-17,2.0,0.0,1.0,0.4439028117140621,0.4464781193309375,18683442064.85702
25,17792.221523641576,17789.88033060874,274.9715022710902,18559089913.952015,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,5.378777283333108e-17,-2.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18559007468.610344
26,17792.221523641576,17789.88033060874,274.9715022710902,18590261373.278397,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,1.3354751254378163e-16,-1.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18590178927.936726
27,17792.221523641576,17789.88033060874,274.9715022710902,18621432832.60478,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,1.2903929438511527e-16,0.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18621350387.263107
28,17792.221523641576,17789.88033060874,274.9715022710902,18652604291.93116,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,1.3354751254378163e-16,1.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18652521846.58949
29,17792.221523641576,17789.88033060874,274.9715022710902,18683775751.25754,2.418626123561987e-16,106320556.32550088,0.0007754412177696211,5.378777283333108e-17,2.0,1.0,1.0,0.4464781193309375,0.44725356054870713,18683693305.91587
30,17789.88033060874,17771.16716314286,274.9715022710902,18559763855.885166,2.418277423709193e-16,106309523.82246208,0.006198999207085438,5.378131949877537e-17,-2.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18559104843.231285
31,17789.88033060874,17771.16716314286,274.9715022710902,18590933385.475582,2.418277423709193e-16,106309523.82246208,0.006198999207085438,1.3352907591462722e-16,-1.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18590274372.8217
32,17789.88033060874,17771.16716314286,274.9715022710902,18622102915.065998,2.418277423709193e-16,106309523.82246208,0.006198999207085438,1.2901778954225513e-16,0.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18621443902.412117
33,17789.88033060874,17771.16716314286,274.9715022710902,18653272444.656414,2.418277423709193e-16,106309523.82246208,0.006198999207085438,1.3352907591462722e-16,1.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18652613432.002533
34,17789.88033060874,17771.16716314286,274.9715022710902,18684441974.24683,2.418277423709193e-16,106309523.82246208,0.006198999207085438,5.378131949877537e-17,2.0,2.0,1.0,0.44725356054870713,0.4534525597557926,18683782961.59295
35,17771.16716314286,17769.600702802636,274.9715022710902,18559839236.40348,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,5.3736501736125056e-17,-2.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18559784069.0366
36,17771.16716314286,17769.600702802636,274.9715022710902,18590993221.94752,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,1.3340111550500073e-16,-1.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18590938054.58064
37,17771.16716314286,17769.600702802636,274.9715022710902,18622147207.491566,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,1.288686434331981e-16,0.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18622092040.124683
38,17771.16716314286,17769.600702802636,274.9715022710902,18653301193.03561,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,1.3340111550500073e-16,1.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18653246025.668728
39,17771.16716314286,17769.600702802636,274.9715022710902,18684455178.57965,2.4158577122480853e-16,106207162.39478897,0.0005194316996932685,5.3736501736125056e-17,2.0,3.0,1.0,0.4534525597557926,0.45397199145548583,18684400011.21277
